author_openalex_id,topic,period_a_from,period_a_to,period_b_from,period_b_to,pubs_a,pubs_b,cites_a,cites_b,label
A5024668081,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,10,0,340,Emerging
A5024668081,Methane Hydrates and Related Phenomena,1970,2014,2015,2026,0,5,0,26,Emerging
A5024668081,Mineral Processing and Grinding,1970,2014,2015,2026,0,1,0,0,Emerging
A5024668081,NMR spectroscopy and applications,1970,2014,2015,2026,0,1,0,12,Emerging
A5024668081,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,56,Emerging
A5024668081,Phase Equilibria and Thermodynamics,1970,2014,2015,2026,0,1,0,0,Emerging
A5024668081,Pickering emulsions and particle stabilization,1970,2014,2015,2026,0,1,0,8,Emerging
A5024668081,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,2,0,1,Emerging
A5024668081,Rock Mechanics and Modeling,1970,2014,2015,2026,0,1,0,47,Emerging
A5024704475,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,5,Emerging
A5024704475,Pickering emulsions and particle stabilization,1970,2014,2015,2026,0,1,0,5,Emerging
A5024704475,Rheology and Fluid Dynamics Studies,1970,2014,2015,2026,0,1,0,5,Emerging
A5024712421,Geology and Paleoclimatology Research,1970,2014,2015,2026,1,0,29,0,Declining
A5024712421,Marine Biology and Ecology Research,1970,2014,2015,2026,1,0,29,0,Declining
A5024712421,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,1,0,29,0,Declining
A5024712423,Bayesian Modeling and Causal Inference,1970,2014,2015,2026,1,0,0,0,Declining
A5024712423,Smart Grid Energy Management,1970,2014,2015,2026,1,0,0,0,Declining
A5024712423,Water Systems and Optimization,1970,2014,2015,2026,1,0,0,0,Declining
A5024732355,Drilling and Well Engineering,1970,2014,2015,2026,0,1,0,1,Emerging
A5024732355,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,1,Emerging
A5024732355,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,1,0,1,Emerging
A5024738927,Carbon Dioxide Capture Technologies,1970,2014,2015,2026,0,1,0,5,Emerging
A5024738927,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,4,0,359,Emerging
A5024738927,Coal Properties and Utilization,1970,2014,2015,2026,0,1,0,5,Emerging
A5024738927,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,318,Emerging
A5024738927,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,318,Emerging
A5024738927,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,2,0,36,Emerging
A5024738927,Methane Hydrates and Related Phenomena,1970,2014,2015,2026,0,2,0,36,Emerging
A5024749153,Conducting polymers and applications,1970,2014,2015,2026,1,0,1,0,Declining
A5024749153,Organic Electronics and Photovoltaics,1970,2014,2015,2026,1,0,1,0,Declining
A5024763134,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,1,0,27,Emerging
A5024763134,Seismic Waves and Analysis,1970,2014,2015,2026,0,1,0,27,Emerging
A5024763134,Seismology and Earthquake Studies,1970,2014,2015,2026,0,1,0,27,Emerging
A5024778766,Carbon Dioxide Capture Technologies,1970,2014,2015,2026,0,1,0,7,Emerging
A5024778766,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,1,0,7,Emerging
A5024778766,Global Energy and Sustainability Research,1970,2014,2015,2026,0,1,0,7,Emerging
A5024795781,Coastal wetland ecosystem dynamics,1970,2014,2015,2026,1,0,54,0,Declining
A5024795781,earthquake and tectonic studies,1970,2014,2015,2026,1,0,38,0,Declining
A5024795781,Geological and Geochemical Analysis,1970,2014,2015,2026,1,0,38,0,Declining
A5024795781,Geology and Paleoclimatology Research,1970,2014,2015,2026,2,0,92,0,Declining
A5024795781,Isotope Analysis in Ecology,1970,2014,2015,2026,1,0,54,0,Declining
A5024801906,Advanced Chemical Sensor Technologies,1970,2014,2015,2026,0,1,0,6,Emerging
A5024801906,Advanced Photocatalysis Techniques,1970,2014,2015,2026,0,1,0,53,Emerging
A5024801906,Advancements in Battery Materials,1970,2014,2015,2026,0,1,0,1,Emerging
A5024801906,Analytical Chemistry and Sensors,1970,2014,2015,2026,0,1,0,6,Emerging
A5024801906,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,2,0,876,Emerging
A5024801906,Gas Sensing Nanomaterials and Sensors,1970,2014,2015,2026,0,1,0,6,Emerging
A5024801906,Hybrid Renewable Energy Systems,1970,2014,2015,2026,0,2,0,590,Emerging
A5024801906,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,287,Emerging
A5024801906,Hydrogen Storage and Materials,1970,2014,2015,2026,0,1,0,1,Emerging
A5024801906,Methane Hydrates and Related Phenomena,1970,2014,2015,2026,0,2,0,876,Emerging
A5024801906,TiO2 Photocatalysis and Solar Cells,1970,2014,2015,2026,0,1,0,53,Emerging
A5024801906,Transition Metal Oxide Nanomaterials,1970,2014,2015,2026,0,1,0,53,Emerging
A5024823541,Geophysical and Geoelectrical Methods,1970,2014,2015,2026,0,1,0,0,Emerging
A5024823541,Geophysical Methods and Applications,1970,2014,2015,2026,0,1,0,0,Emerging
A5024823541,Ultrasonics and Acoustic Wave Propagation,1970,2014,2015,2026,0,1,0,0,Emerging
A5024837575,Drilling and Well Engineering,1970,2014,2015,2026,2,0,22,0,Declining
A5024837575,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,2,0,22,0,Declining
A5024837575,Oil and Gas Production Techniques,1970,2014,2015,2026,2,0,22,0,Declining
A5024842179,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,1,0,0,0,Declining
A5024843025,Building materials and conservation,1970,2014,2015,2026,0,1,0,19,Emerging
A5024843025,Concrete and Cement Materials Research,1970,2014,2015,2026,0,1,0,19,Emerging
A5024843025,Drilling and Well Engineering,1970,2014,2015,2026,0,11,0,85,Emerging
A5024843025,Endodontics and Root Canal Treatments,1970,2014,2015,2026,0,1,0,5,Emerging
A5024843025,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,13,Emerging
A5024843025,Groundwater flow and contamination studies,1970,2014,2015,2026,0,2,0,16,Emerging
A5024843025,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,11,0,88,Emerging
A5024843025,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,16,Emerging
A5024843025,Oil and Gas Production Techniques,1970,2014,2015,2026,0,1,0,4,Emerging
A5024843025,Rock Mechanics and Modeling,1970,2014,2015,2026,0,8,0,68,Emerging
A5024843025,Tunneling and Rock Mechanics,1970,2014,2015,2026,0,1,0,3,Emerging
A5024850664,Drilling and Well Engineering,1970,2014,2015,2026,0,1,0,9,Emerging
A5024850664,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,2,0,9,Emerging
A5024850664,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,2,0,9,Emerging
A5024850664,Seismology and Earthquake Studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5024853148,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,23,Emerging
A5024853148,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,23,Emerging
A5024853148,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,23,Emerging
A5024856184,Complex Systems and Time Series Analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5024856184,Financial Risk and Volatility Modeling,1970,2014,2015,2026,0,1,0,0,Emerging
A5024856184,Theoretical and Computational Physics,1970,2014,2015,2026,0,1,0,0,Emerging
A5024860385,Concrete and Cement Materials Research,1970,2014,2015,2026,1,0,5,0,Declining
A5024860385,Innovative concrete reinforcement materials,1970,2014,2015,2026,1,0,5,0,Declining
A5024860385,Polymer Nanocomposites and Properties,1970,2014,2015,2026,1,0,5,0,Declining
A5024863050,Drilling and Well Engineering,1970,2014,2015,2026,0,2,0,0,Emerging
A5024863050,Elasticity and Material Modeling,1970,2014,2015,2026,0,1,0,1,Emerging
A5024863050,Elasticity and Wave Propagation,1970,2014,2015,2026,0,1,0,1,Emerging
A5024863050,Geophysical Methods and Applications,1970,2014,2015,2026,0,5,0,12,Emerging
A5024863050,Geotechnical and Geomechanical Engineering,1970,2014,2015,2026,0,1,0,0,Emerging
A5024863050,Geotechnical Engineering and Soil Mechanics,1970,2014,2015,2026,0,1,0,5,Emerging
A5024863050,Geotechnical Engineering and Underground Structures,1970,2014,2015,2026,0,1,0,12,Emerging
A5024863050,Granular flow and fluidized beds,1970,2014,2015,2026,0,1,0,0,Emerging
A5024863050,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,3,0,0,Emerging
A5024863050,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5024863050,Landslides and related hazards,1970,2014,2015,2026,0,3,0,21,Emerging
A5024863050,Material Properties and Failure Mechanisms,1970,2014,2015,2026,0,2,0,1,Emerging
A5024863050,Mechanical Behavior of Composites,1970,2014,2015,2026,0,1,0,0,Emerging
A5024863050,Rock Mechanics and Modeling,1970,2014,2015,2026,0,7,0,28,Emerging
A5024863050,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,5,0,8,Emerging
A5024863050,Seismic Waves and Analysis,1970,2014,2015,2026,0,2,0,1,Emerging
A5024863050,Structural Analysis of Composite Materials,1970,2014,2015,2026,0,1,0,0,Emerging
A5024863050,Tunneling and Rock Mechanics,1970,2014,2015,2026,0,1,0,0,Emerging
A5024871470,Geological and Geophysical Studies Worldwide,1970,2014,2015,2026,0,1,0,2,Emerging
A5024871470,Geological and Tectonic Studies in Latin America,1970,2014,2015,2026,0,1,0,2,Emerging
A5024871873,Drilling and Well Engineering,1970,2014,2015,2026,0,11,0,280,Emerging
A5024871873,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,9,0,82,Emerging
A5024871873,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,15,0,377,Emerging
A5024871873,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,4,0,98,Emerging
A5024871873,Metaheuristic Optimization Algorithms Research,1970,2014,2015,2026,0,1,0,16,Emerging
A5024871873,Mineral Processing and Grinding,1970,2014,2015,2026,0,1,0,74,Emerging
A5024871873,NMR spectroscopy and applications,1970,2014,2015,2026,0,1,0,84,Emerging
A5024871873,Oil and Gas Production Techniques,1970,2014,2015,2026,0,1,0,1,Emerging
A5024871873,Petroleum Processing and Analysis,1970,2014,2015,2026,0,2,0,19,Emerging
A5024871873,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,16,0,256,Emerging
A5024871873,Rock Mechanics and Modeling,1970,2014,2015,2026,0,1,0,21,Emerging
A5024871873,Tunneling and Rock Mechanics,1970,2014,2015,2026,0,1,0,21,Emerging
A5024876563,Advanced Mathematical Modeling in Engineering,1970,2014,2015,2026,2,0,48,0,Declining
A5024876563,Advanced Numerical Methods in Computational Mathematics,1970,2014,2015,2026,2,0,48,0,Declining
A5024876563,"Aging, Elder Care, and Social Issues",1970,2014,2015,2026,1,0,0,0,Declining
A5024876563,"Health, Medicine and Society",1970,2014,2015,2026,1,0,0,0,Declining
A5024876563,Hermeneutics and Narrative Identity,1970,2014,2015,2026,1,0,0,0,Declining
A5024876563,Lattice Boltzmann Simulation Studies,1970,2014,2015,2026,1,0,48,0,Declining
A5024876563,Model Reduction and Neural Networks,1970,2014,2015,2026,1,0,0,0,Declining
A5024882078,Advanced Mathematical Modeling in Engineering,1970,2014,2015,2026,0,1,0,3,Emerging
A5024882078,Aeolian processes and effects,1970,2014,2015,2026,0,1,0,0,Emerging
A5024882078,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,11,0,421,Emerging
A5024882078,Concrete and Cement Materials Research,1970,2014,2015,2026,0,1,0,0,Emerging
A5024882078,Covalent Organic Framework Applications,1970,2014,2015,2026,0,1,0,0,Emerging
A5024882078,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,6,0,91,Emerging
A5024882078,Geological and Geochemical Analysis,1970,2014,2015,2026,0,1,0,2,Emerging
A5024882078,Geological formations and processes,1970,2014,2015,2026,0,2,0,11,Emerging
A5024882078,Geophysical and Geoelectrical Methods,1970,2014,2015,2026,0,4,0,111,Emerging
A5024882078,Hybrid Renewable Energy Systems,1970,2014,2015,2026,0,1,0,40,Emerging
A5024882078,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,7,0,281,Emerging
A5024882078,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,10,0,267,Emerging
A5024882078,Lattice Boltzmann Simulation Studies,1970,2014,2015,2026,0,1,0,11,Emerging
A5024882078,Methane Hydrates and Related Phenomena,1970,2014,2015,2026,0,5,0,237,Emerging
A5024882078,NMR spectroscopy and applications,1970,2014,2015,2026,0,3,0,11,Emerging
A5024882078,Pickering emulsions and particle stabilization,1970,2014,2015,2026,0,1,0,0,Emerging
A5024882078,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,1,0,11,Emerging
A5024910225,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,1,0,74,0,Declining
A5024910225,Computational Drug Discovery Methods,1970,2014,2015,2026,1,0,9,0,Declining
A5024910225,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,3,0,74,0,Declining
A5024910225,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,2,0,0,0,Declining
A5024910225,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,2,0,0,0,Declining
A5024910225,Mass Spectrometry Techniques and Applications,1970,2014,2015,2026,1,0,9,0,Declining
A5024910225,Petroleum Processing and Analysis,1970,2014,2015,2026,1,0,1,0,Declining
A5024910225,Phase Equilibria and Thermodynamics,1970,2014,2015,2026,2,0,75,0,Declining
A5024910225,Protein Structure and Dynamics,1970,2014,2015,2026,1,0,9,0,Declining
A5024910225,Spectroscopy and Quantum Chemical Studies,1970,2014,2015,2026,1,0,1,0,Declining
A5024932422,"Aging, Elder Care, and Social Issues",1970,2014,2015,2026,0,5,0,1,Emerging
A5024932422,"Health, Medicine and Society",1970,2014,2015,2026,0,5,0,1,Emerging
A5024932422,Hermeneutics and Narrative Identity,1970,2014,2015,2026,0,5,0,1,Emerging
A5024932422,High-Energy Particle Collisions Research,1970,2014,2015,2026,0,1,0,0,Emerging
A5024932422,Particle physics theoretical and experimental studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5024932422,Quantum Chromodynamics and Particle Interactions,1970,2014,2015,2026,0,1,0,0,Emerging
A5024939279,Geology and Paleoclimatology Research,1970,2014,2015,2026,0,1,0,10,Emerging
A5024939279,Marine and coastal ecosystems,1970,2014,2015,2026,0,1,0,10,Emerging
A5024939279,Marine Biology and Ecology Research,1970,2014,2015,2026,0,1,0,10,Emerging
A5024941339,Luminescence and Fluorescent Materials,1970,2014,2015,2026,0,1,0,5,Emerging
A5024941339,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,0,1,0,5,Emerging
A5024941339,Porphyrin and Phthalocyanine Chemistry,1970,2014,2015,2026,0,1,0,5,Emerging
A5024944353,earthquake and tectonic studies,1970,2014,2015,2026,0,6,0,64,Emerging
A5024944353,Earthquake Detection and Analysis,1970,2014,2015,2026,0,1,0,3,Emerging
A5024944353,Geological and Geochemical Analysis,1970,2014,2015,2026,0,4,0,57,Emerging
A5024944353,Geological and Geophysical Studies Worldwide,1970,2014,2015,2026,0,1,0,4,Emerging
A5024944353,Geology and Paleoclimatology Research,1970,2014,2015,2026,0,1,0,4,Emerging
A5024944353,High-pressure geophysics and materials,1970,2014,2015,2026,0,3,0,57,Emerging
A5024944353,Seismology and Earthquake Studies,1970,2014,2015,2026,0,2,0,3,Emerging
A5025009573,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,5,Emerging
A5025009573,Oil and Gas Production Techniques,1970,2014,2015,2026,0,1,0,5,Emerging
A5025009573,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,5,Emerging
A5025014497,Building materials and conservation,1970,2014,2015,2026,0,1,0,19,Emerging
A5025014497,Concrete and Cement Materials Research,1970,2014,2015,2026,0,1,0,19,Emerging
A5025014497,Drilling and Well Engineering,1970,2014,2015,2026,0,8,0,52,Emerging
A5025014497,Endodontics and Root Canal Treatments,1970,2014,2015,2026,0,1,0,5,Emerging
A5025014497,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,13,Emerging
A5025014497,Groundwater flow and contamination studies,1970,2014,2015,2026,0,1,0,8,Emerging
A5025014497,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,7,0,53,Emerging
A5025014497,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,16,Emerging
A5025014497,Mineral Processing and Grinding,1970,2014,2015,2026,0,1,0,2,Emerging
A5025014497,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,1,0,0,Emerging
A5025014497,Rock Mechanics and Modeling,1970,2014,2015,2026,0,5,0,45,Emerging
A5025014497,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,1,0,2,Emerging
A5025014497,Tunneling and Rock Mechanics,1970,2014,2015,2026,0,1,0,3,Emerging
A5025017238,Advanced Chemical Physics Studies,1970,2014,2015,2026,0,2,0,53,Emerging
A5025017238,Laser-Matter Interactions and Applications,1970,2014,2015,2026,0,2,0,64,Emerging
A5025017238,Molecular Spectroscopy and Structure,1970,2014,2015,2026,0,1,0,5,Emerging
A5025017238,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,0,2,0,22,Emerging
A5025017238,Photoreceptor and optogenetics research,1970,2014,2015,2026,0,1,0,6,Emerging
A5025017238,Spectroscopy and Laser Applications,1970,2014,2015,2026,0,1,0,5,Emerging
A5025017238,Spectroscopy and Quantum Chemical Studies,1970,2014,2015,2026,0,2,0,22,Emerging
A5025017238,X-ray Spectroscopy and Fluorescence Analysis,1970,2014,2015,2026,0,1,0,48,Emerging
A5025019912,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,1,0,25,Emerging
A5025019912,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,2,0,30,Emerging
A5025019912,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,2,0,30,Emerging
A5025019912,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,5,Emerging
A5025037906,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,1,Emerging
A5025037906,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,1,Emerging
A5025037906,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,1,0,1,Emerging
A5025038637,Advanced NMR Techniques and Applications,1970,2014,2015,2026,0,1,0,48,Emerging
A5025038637,Covalent Organic Framework Applications,1970,2014,2015,2026,0,1,0,48,Emerging
A5025038637,Fuel Cells and Related Materials,1970,2014,2015,2026,0,1,0,23,Emerging
A5025038637,Membrane Separation and Gas Transport,1970,2014,2015,2026,0,1,0,48,Emerging
A5025038637,Synthesis and properties of polymers,1970,2014,2015,2026,0,1,0,23,Emerging
A5025038637,Thermal properties of materials,1970,2014,2015,2026,0,1,0,23,Emerging
A5025045151,Drilling and Well Engineering,1970,2014,2015,2026,0,6,0,0,Emerging
A5025045151,Geological Studies and Exploration,1970,2014,2015,2026,2,0,0,0,Declining
A5025045151,Geology and Paleoclimatology Research,1970,2014,2015,2026,3,0,0,0,Declining
A5025045151,Offshore Engineering and Technologies,1970,2014,2015,2026,0,6,0,0,Emerging
A5025045151,Pleistocene-Era Hominins and Archaeology,1970,2014,2015,2026,3,0,0,0,Declining
A5025045151,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,6,0,0,Emerging
A5025073569,Atomic and Subatomic Physics Research,1970,2014,2015,2026,1,0,0,0,Declining
A5025073569,Black Holes and Theoretical Physics,1970,2014,2015,2026,1,0,0,0,Declining
A5025073569,Fire effects on ecosystems,1970,2014,2015,2026,0,1,0,66,Emerging
A5025073569,Geochemistry and Geologic Mapping,1970,2014,2015,2026,1,0,0,0,Declining
A5025073569,Geological and Geochemical Analysis,1970,2014,2015,2026,1,0,0,0,Declining
A5025073569,Geological Studies and Exploration,1970,2014,2015,2026,2,0,520,0,Declining
A5025073569,Geology and Paleoclimatology Research,1970,2014,2015,2026,1,1,520,66,Declining
A5025073569,Isotope Analysis in Ecology,1970,2014,2015,2026,0,1,0,66,Emerging
A5025073569,Mass Spectrometry Techniques and Applications,1970,2014,2015,2026,1,0,0,0,Declining
A5025073569,Medical Imaging Techniques and Applications,1970,2014,2015,2026,1,0,0,0,Declining
A5025073569,Methane Hydrates and Related Phenomena,1970,2014,2015,2026,1,0,520,0,Declining
A5025073569,Particle physics theoretical and experimental studies,1970,2014,2015,2026,1,0,0,0,Declining
A5025073569,Quantum Chromodynamics and Particle Interactions,1970,2014,2015,2026,1,0,0,0,Declining
A5025082141,Differential Equations and Boundary Problems,1970,2014,2015,2026,0,1,0,10,Emerging
A5025082141,Image and Signal Denoising Methods,1970,2014,2015,2026,0,1,0,6,Emerging
A5025082141,Numerical methods in inverse problems,1970,2014,2015,2026,0,2,0,16,Emerging
A5025082141,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,1,0,6,Emerging
A5025082141,Stability and Controllability of Differential Equations,1970,2014,2015,2026,0,1,0,10,Emerging
A5025093232,Copper Interconnects and Reliability,1970,2014,2015,2026,1,0,0,0,Declining
A5025093232,Electrohydrodynamics and Fluid Dynamics,1970,2014,2015,2026,2,0,36,0,Declining
A5025093232,Electrospun Nanofibers in Biomedical Applications,1970,2014,2015,2026,1,0,22,0,Declining
A5025093232,Metal and Thin Film Mechanics,1970,2014,2015,2026,1,0,0,0,Declining
A5025093232,Plasma Applications and Diagnostics,1970,2014,2015,2026,4,0,97,0,Declining
A5025093232,Plasma Diagnostics and Applications,1970,2014,2015,2026,1,0,39,0,Declining
A5025093232,Surface Modification and Superhydrophobicity,1970,2014,2015,2026,6,0,97,0,Declining
A5025110126,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,1,0,14,Emerging
A5025110126,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,14,Emerging
A5025110126,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,14,Emerging
A5025110732,Geology and Paleoclimatology Research,1970,2014,2015,2026,0,1,0,10,Emerging
A5025110732,Marine and coastal ecosystems,1970,2014,2015,2026,0,1,0,10,Emerging
A5025110732,Marine Biology and Ecology Research,1970,2014,2015,2026,0,1,0,10,Emerging
A5025123345,Advanced Chemical Sensor Technologies,1970,2014,2015,2026,0,1,0,6,Emerging
A5025123345,Analytical Chemistry and Sensors,1970,2014,2015,2026,0,1,0,6,Emerging
A5025123345,Gas Sensing Nanomaterials and Sensors,1970,2014,2015,2026,0,1,0,6,Emerging
A5025162982,AI in cancer detection,1970,2014,2015,2026,0,1,0,2,Emerging
A5025162982,Generative Adversarial Networks and Image Synthesis,1970,2014,2015,2026,0,1,0,2,Emerging
A5025162982,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,1,0,2,Emerging
A5025173224,CO2 Reduction Techniques and Catalysts,1970,2014,2015,2026,0,1,0,0,Emerging
A5025173224,Polyoxometalates: Synthesis and Applications,1970,2014,2015,2026,0,1,0,0,Emerging
A5025173224,Radioactive element chemistry and processing,1970,2014,2015,2026,0,1,0,0,Emerging
A5025181905,Geological formations and processes,1970,2014,2015,2026,1,0,47,0,Declining
A5025181905,Geology and Paleoclimatology Research,1970,2014,2015,2026,1,0,47,0,Declining
A5025181905,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,1,0,47,0,Declining
A5025190472,Hydrogen embrittlement and corrosion behaviors in metals,1970,2014,2015,2026,0,1,0,23,Emerging
A5025190472,Machine Learning in Materials Science,1970,2014,2015,2026,0,2,0,30,Emerging
A5025190472,Magnetic Properties and Applications,1970,2014,2015,2026,0,1,0,7,Emerging
A5025190472,Magnetic properties of thin films,1970,2014,2015,2026,0,1,0,7,Emerging
A5025190472,Microstructure and Mechanical Properties of Steels,1970,2014,2015,2026,0,1,0,23,Emerging
A5025198377,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,7,Emerging
A5025198377,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,7,Emerging
A5025198377,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,1,0,7,Emerging
A5025200194,Geochemistry and Geologic Mapping,1970,2014,2015,2026,1,0,61,0,Declining
A5025200194,Geological and Geochemical Analysis,1970,2014,2015,2026,1,0,61,0,Declining
A5025200194,Geology and Paleoclimatology Research,1970,2014,2015,2026,1,0,61,0,Declining
A5025201112,Advanced Photocatalysis Techniques,1970,2014,2015,2026,0,1,0,28,Emerging
A5025201112,Copper-based nanomaterials and applications,1970,2014,2015,2026,0,1,0,28,Emerging
A5025201112,Quantum Dots Synthesis And Properties,1970,2014,2015,2026,0,1,0,28,Emerging
A5025202937,Advanced Condensed Matter Physics,1970,2014,2015,2026,0,2,0,36,Emerging
A5025202937,Advanced Memory and Neural Computing,1970,2014,2015,2026,0,1,0,0,Emerging
A5025202937,Electronic and Structural Properties of Oxides,1970,2014,2015,2026,0,5,0,58,Emerging
A5025202937,Magnetic and transport properties of perovskites and related materials,1970,2014,2015,2026,0,3,0,55,Emerging
A5025202937,Semiconductor materials and devices,1970,2014,2015,2026,0,2,0,19,Emerging
A5025203227,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,34,Emerging
A5025203227,Groundwater flow and contamination studies,1970,2014,2015,2026,0,1,0,34,Emerging
A5025203227,Lattice Boltzmann Simulation Studies,1970,2014,2015,2026,0,1,0,34,Emerging
A5025242281,Microbial Metabolic Engineering and Bioproduction,1970,2014,2015,2026,1,0,0,0,Declining
A5025242281,Process Optimization and Integration,1970,2014,2015,2026,1,0,0,0,Declining
A5025242281,Sustainable Industrial Ecology,1970,2014,2015,2026,1,0,0,0,Declining
A5025251080,Groundwater and Isotope Geochemistry,1970,2014,2015,2026,0,1,0,10,Emerging
A5025251080,Groundwater flow and contamination studies,1970,2014,2015,2026,0,1,0,10,Emerging
A5025251080,Hydrology and Watershed Management Studies,1970,2014,2015,2026,0,1,0,10,Emerging
A5025258551,Drilling and Well Engineering,1970,2014,2015,2026,0,1,0,34,Emerging
A5025258551,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,34,Emerging
A5025258551,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,34,Emerging
A5025273046,Geological formations and processes,1970,2014,2015,2026,0,1,0,10,Emerging
A5025273046,Geology and Paleoclimatology Research,1970,2014,2015,2026,0,1,0,10,Emerging
A5025273046,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,0,1,0,10,Emerging
A5025273189,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,66,Emerging
A5025273189,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,66,Emerging
A5025273189,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,66,Emerging
A5025279176,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,1,0,0,Emerging
A5025279176,Seismic Waves and Analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5025279176,Seismology and Earthquake Studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5025299860,Advanced Chemical Physics Studies,1970,2014,2015,2026,0,1,0,5,Emerging
A5025299860,Crystallization and Solubility Studies,1970,2014,2015,2026,0,5,0,0,Emerging
